,AAA,BBB,CCC,DDD,EEE
4524,8832.9,1195.88,5008.11,9998.01,11885.1
4525,8833.52,1195.86,5007.64,9997.67,11887.14
4526,8831.89,1195.78,5007.61,9996.32,11886.78
4527,8831.78,1195.88,5006.92,9996.99,11888.39
4528,8831.78,1195.77,5005.67,9997.84,11888.73
4529,8832.55,1195.77,5006.25,9998.56,11889.5
4530,8833.0,1195.71,5006.07,9998.49,11890.41
4531,8833.19,1195.69,5006.09,9996.46,11889.97
4532,8832.75,1195.79,5005.96,9999.63,11889.72
4533,8832.84,1195.72,5005.37,10000.91,11887.83
4534,8834.37,1195.64,5005.49,10002.35,11886.14
4535,8834.27,1195.57,5005.04,10003.05,11885.91
4536,8832.76,1195.65,5004.72,10001.68,11884.92
4537,8830.71,1195.67,5004.69,10001.56,11885.12
4538,8830.36,1195.6,5006.03,10000.39,11885.6
4539,8830.57,1195.67,5006.25,9999.92,11885.04
4540,8830.91,1195.58,5006.8,9997.41,11884.48
4541,8831.17,1195.91,5007.12,9996.57,11884.61
4542,8829.76,1196.02,5006.92,9994.36,11884.9
4543,8830.29,1195.73,5007.17,9994.83,11885.57
4544,8830.7,1195.8,5007.53,9997.01,11884.4
4545,8830.94,1195.8,5006.59,9997.93,11883.85
4546,8830.59,1195.77,5006.55,9997.57,11884.42
4547,8829.45,1195.64,5005.68,9997.51,11884.5
4548,8828.08,1195.67,5005.39,9995.58,11883.74
4549,8826.94,1195.59,5005.6,9996.9,11881.93
4550,8828.43,1195.55,5005.77,9997.64,11880.94
4551,8828.92,1195.67,5006.34,9998.26,11882.52
4552,8828.82,1195.75,5005.78,9998.45,11883.75
4553,8830.04,1195.88,5005.2,9999.51,11882.92
4554,8829.76,1195.75,5004.92,9997.52,11881.54
4555,8829.44,1195.5,5005.05,9997.64,11881.56
4556,8829.0,1195.57,5005.02,9998.92,11882.06
4557,8829.96,1195.43,5003.95,9997.55,11881.58
4558,8829.51,1195.46,5003.75,9996.63,11880.2
4559,8828.48,1195.41,5003.21,9995.92,11879.19
4560,8828.48,1195.48,5002.87,9996.32,11878.39
4561,8827.71,1195.5,5003.0,9996.71,11878.64
4562,8828.37,1195.36,5002.07,9997.49,11878.39
4563,8828.71,1195.48,5002.88,9996.97,11878.16
4564,8828.2,1195.57,5002.34,9996.86,11877.71
4565,8828.83,1195.65,5002.66,9998.16,11879.88
4566,8829.29,1195.67,5003.02,9997.13,11878.73
4567,8829.32,1195.73,5003.64,9996.72,11877.8
4568,8830.5,1195.68,5003.63,9996.13,11877.95
4569,8830.2,1195.68,5003.07,9995.9,11878.9
4570,8830.6,1195.54,5003.57,9996.35,11878.56
4571,8830.9,1195.54,5002.28,9995.86,11877.41
4572,8831.31,1195.46,5000.64,9996.5,11878.22
4573,8831.91,1195.56,5000.56,9996.79,11877.56
4574,8832.69,1195.7,5000.51,9997.06,11875.54
4575,8832.13,1195.63,5000.32,9996.99,11877.67
4576,8831.82,1195.7,5000.43,9995.93,11875.51
4577,8831.62,1195.59,4999.76,9996.28,11875.4
4578,8832.11,1195.66,4999.65,9996.38,11873.32
4579,8830.14,1195.65,5000.15,9996.95,11874.97
4580,8831.41,1195.73,5000.07,9995.85,11876.11
4581,8830.79,1195.74,5000.73,9996.57,11876.68
4582,8830.04,1195.71,5000.7,9999.3,11875.84
4583,8829.87,1195.95,5000.82,10000.09,11878.39
4584,8830.89,1195.85,5001.07,9999.72,11880.63
4585,8831.3,1195.88,5000.8,9996.89,11881.7
4586,8833.35,1195.91,5001.58,9995.43,11881.66
4587,8833.7,1195.82,5001.45,9994.17,11880.75
4588,8835.27,1195.89,5001.28,9993.64,11882.24
4589,8834.97,1195.7,5001.22,9992.78,11880.79
4590,8835.0,1195.83,5000.48,9993.81,11878.31
4591,8834.27,1195.77,5001.23,9993.25,11877.98
4592,8835.84,1195.65,5000.76,9993.31,11876.47
4593,8835.33,1195.66,5001.05,9992.34,11876.63
4594,8836.17,1195.72,5001.22,9993.34,11875.19
4595,8835.99,1195.69,5001.03,9993.4,11874.15
4596,8836.25,1195.69,5000.88,9994.03,11874.87
4597,8835.48,1195.61,5001.13,9996.02,11874.18
4598,8835.34,1195.68,5001.13,9996.95,11872.97
4599,8837.19,1195.63,5000.88,9996.87,11873.34
4600,8837.67,1195.63,5001.08,9996.4,11874.32
4601,8837.25,1195.81,5000.63,9995.92,11874.95
4602,8837.24,1195.95,5000.42,9996.17,11874.75
4603,8837.64,1195.96,4999.45,9994.4,11876.56
4604,8837.84,1196.11,5000.68,9993.95,11876.03
4605,8839.56,1196.12,5000.86,9994.01,11876.54
4606,8839.01,1196.09,5001.09,9994.93,11876.25
4607,8838.38,1196.03,5001.58,9994.81,11875.04
4608,8838.01,1196.11,5002.2,9996.42,11877.42
4609,8837.87,1195.89,5002.61,9995.19,11877.74
4610,8839.13,1195.86,5002.18,9996.3,11879.22
4611,8840.15,1195.75,5001.76,9997.12,11879.0
4612,8839.97,1195.8,5002.24,9997.62,11879.61
4613,8837.86,1195.65,5001.55,9997.69,11881.48
4614,8838.25,1195.51,5001.26,9996.26,11882.38
4615,8839.24,1195.46,5000.67,9995.42,11883.7
4616,8838.37,1195.44,5001.11,9997.05,11883.71
4617,8837.39,1195.49,5000.7,9997.54,11882.1
4618,8835.93,1195.48,5000.38,9997.14,11882.85
4619,8836.76,1195.62,5000.09,9996.83,11884.28
4620,8837.95,1195.66,5001.22,9996.31,11886.8
4621,8838.28,1195.74,5001.55,9996.26,11885.51
4622,8838.98,1195.9,5001.31,9995.24,11883.99
4623,8839.07,1195.83,5001.21,9994.94,11883.21
4624,8838.17,1196.01,5001.67,9995.27,11883.65
4625,8839.9,1196.03,5001.67,9995.16,11884.37
4626,8839.68,1195.78,5001.89,9995.98,11885.39
4627,8840.06,1195.92,5001.07,9997.12,11885.85
4628,8840.59,1196.05,5001.86,9997.17,11885.29
4629,8840.62,1196.2,5001.67,9997.67,11883.63
4630,8839.79,1196.13,5001.67,9997.27,11884.26
4631,8839.25,1196.21,5001.64,9997.13,11883.14
4632,8839.04,1196.21,5002.4,9998.11,11883.0
4633,8838.01,1196.36,5003.43,9997.46,11882.5
4634,8839.69,1196.55,5003.59,9997.05,11882.66
4635,8839.38,1196.57,5002.92,9998.4,11883.07
4636,8839.14,1196.56,5003.01,9998.8,11880.72
4637,8837.13,1196.6,5002.66,9998.5,11883.1
4638,8836.0,1196.68,5002.42,9999.57,11883.63
4639,8835.67,1196.59,5002.67,9999.74,11883.65
4640,8835.47,1196.4,5002.66,10000.44,11884.61
4641,8835.33,1196.29,5002.0,10001.3,11885.03
4642,8835.2,1196.36,5002.03,10001.45,11887.53
4643,8835.34,1196.49,5002.09,10001.82,11888.24
4644,8836.24,1196.42,5001.96,10001.96,11889.02
4645,8836.87,1196.42,5002.0,10000.93,11888.92
4646,8837.77,1196.45,5002.73,10002.18,11888.99
4647,8836.21,1196.32,5001.98,10001.49,11890.38
4648,8836.74,1196.37,5002.19,10000.9,11891.13
4649,8837.01,1196.23,5002.41,10000.71,11890.27
4650,8837.36,1196.26,5002.71,10000.85,11888.55
4651,8838.24,1196.15,5003.06,10001.07,11888.64
4652,8839.62,1196.14,5002.25,10001.83,11887.11
4653,8839.06,1196.05,5001.53,10002.61,11886.96
4654,8838.81,1196.16,5001.54,10002.39,11885.71
4655,8837.81,1196.21,5003.19,10003.07,11886.56
4656,8837.68,1196.51,5003.45,10004.17,11889.22
4657,8837.21,1196.59,5003.44,10002.74,11889.53
4658,8836.72,1196.61,5004.09,10004.22,11887.62
4659,8838.1,1196.51,5003.32,10003.77,11888.15
4660,8836.67,1196.64,5003.17,10004.74,11889.48
4661,8836.49,1196.57,5002.88,10003.83,11888.62
4662,8837.52,1196.68,5002.74,10002.97,11892.28
4663,8838.68,1196.71,5003.01,10003.09,11890.61
4664,8839.38,1196.65,5003.57,10004.29,11890.27
4665,8838.67,1196.73,5003.9,10004.26,11890.97
4666,8839.29,1196.87,5003.15,10004.45,11890.89
4667,8839.08,1196.87,5003.52,10003.16,11889.75
4668,8839.15,1196.76,5004.56,10003.01,11889.24
4669,8838.14,1196.62,5004.86,10002.62,11887.34
4670,8839.71,1196.65,5005.34,10002.41,11886.77
4671,8838.79,1196.57,5004.58,10003.1,11886.66
4672,8838.69,1196.52,5004.62,10002.25,11886.88
4673,8838.66,1196.28,5004.27,10001.0,11886.6
4674,8838.27,1196.42,5004.41,10000.6,11888.23
4675,8838.55,1196.41,5004.88,10000.13,11890.01
4676,8837.91,1196.24,5005.55,10000.51,11891.74
4677,8837.86,1196.18,5005.64,10003.53,11894.16
4678,8838.0,1196.24,5004.83,10001.41,11895.0
4679,8838.07,1196.15,5004.62,10003.55,11895.02
4680,8838.58,1196.17,5004.71,10002.88,11895.11
4681,8836.79,1196.08,5004.88,10003.06,11896.13
4682,8836.13,1196.03,5005.33,10002.65,11898.8
4683,8835.59,1196.02,5004.79,10003.24,11897.23
4684,8834.22,1196.02,5005.32,10001.93,11898.7
4685,8833.57,1195.93,5005.22,10002.19,11899.29
4686,8833.76,1195.9,5005.19,10002.32,11899.34
4687,8832.5,1195.74,5005.07,10001.11,11897.15
4688,8831.98,1195.77,5004.92,10001.6,11897.2
4689,8831.73,1195.85,5003.77,10001.11,11894.68
4690,8831.16,1195.91,5004.86,10000.04,11895.51
4691,8831.93,1196.07,5004.79,10000.5,11893.41
4692,8832.64,1196.2,5004.17,9999.56,11893.86
4693,8832.44,1196.14,5004.19,9998.51,11894.76
4694,8831.7,1196.25,5004.36,9997.43,11892.61
4695,8832.66,1196.2,5003.85,9995.98,11889.85
4696,8832.73,1196.2,5004.73,9996.56,11890.31
4697,8833.08,1196.26,5005.09,9998.15,11890.32
4698,8834.05,1196.24,5004.27,9997.91,11891.07
4699,8833.38,1196.41,5004.54,9999.28,11889.53
4700,8833.53,1196.42,5003.72,9999.16,11889.24
4701,8833.27,1196.35,5004.63,9999.18,11888.71
4702,8832.88,1196.19,5004.53,10000.54,11890.07
4703,8831.42,1196.01,5005.26,10000.09,11889.98
4704,8831.77,1196.04,5006.22,10000.45,11891.87
4705,8829.99,1196.17,5006.05,9999.9,11891.15
4706,8828.63,1196.1,5005.11,9999.89,11890.15
4707,8828.65,1196.04,5004.29,10000.11,11889.46
4708,8828.19,1196.19,5005.13,10000.83,11889.94
4709,8828.56,1196.17,5004.55,10000.36,11888.79
4710,8829.83,1196.18,5003.81,10001.27,11886.01
4711,8831.49,1196.04,5004.36,9999.46,11887.68
4712,8831.47,1196.08,5004.64,10001.23,11889.17
4713,8831.47,1196.14,5004.68,10000.91,11887.36
4714,8831.75,1195.99,5003.12,10000.07,11887.6
4715,8830.99,1196.03,5003.43,9999.89,11888.51
4716,8830.78,1196.04,5003.27,10002.05,11886.35
4717,8830.28,1196.28,5003.17,10004.0,11887.66
4718,8830.13,1196.47,5003.01,10006.08,11886.85
4719,8830.58,1196.56,5002.37,10007.15,11887.93
4720,8830.99,1196.67,5002.04,10006.4,11888.48
4721,8831.18,1196.5,5000.73,10006.76,11887.77
4722,8829.81,1196.49,5000.63,10007.21,11888.44
4723,8829.16,1196.43,5001.17,10007.42,11889.02
4724,8829.42,1196.59,5001.33,10006.5,11889.29
4725,8829.85,1196.37,5000.98,10007.88,11888.83
4726,8830.34,1196.43,5000.68,10009.1,11891.37
4727,8830.04,1196.17,5001.13,10009.87,11890.55
4728,8830.76,1196.35,5001.14,10010.3,11890.85
4729,8831.73,1196.43,5001.45,10008.82,11888.58
4730,8832.16,1196.51,5002.17,10010.65,11889.35
4731,8830.61,1196.56,5002.56,10009.52,11889.81
4732,8829.67,1196.69,5002.74,10010.31,11889.08
4733,8828.6,1196.64,5002.74,10009.83,11887.82
4734,8829.15,1196.43,5002.26,10010.61,11887.92
4735,8829.36,1196.46,5002.07,10011.22,11889.4
4736,8830.88,1196.42,5002.19,10012.14,11889.18
4737,8829.86,1196.42,5002.13,10012.13,11890.41
4738,8830.46,1196.21,5002.51,10010.98,11891.38
4739,8829.49,1196.54,5001.47,10011.44,11894.03
4740,8829.13,1196.62,5001.54,10012.14,11893.74
4741,8828.53,1196.74,5001.34,10010.85,11895.74
4742,8828.3,1196.49,5000.63,10010.96,11894.85
4743,8829.51,1196.53,5000.78,10011.29,11895.26
4744,8828.47,1196.64,4999.25,10010.52,11895.86
4745,8827.83,1196.45,4999.59,10010.58,11896.49
4746,8826.91,1196.38,5000.09,10010.76,11896.2
4747,8826.33,1196.65,5000.63,10009.77,11896.6
4748,8825.66,1196.88,5001.4,10009.22,11896.06
4749,8825.81,1197.11,5001.91,10009.21,11895.57
4750,8824.92,1197.31,5002.24,10009.57,11895.64
4751,8825.87,1197.32,5002.7,10008.37,11897.07
4752,8826.49,1197.29,5002.76,10008.85,11894.82
4753,8827.3,1197.25,5001.97,10008.73,11894.98
4754,8827.82,1197.57,5002.26,10010.21,11896.02
4755,8827.41,1197.52,5002.11,10009.13,11894.23
4756,8829.87,1197.38,5001.41,10008.56,11894.02
4757,8829.45,1197.26,5001.53,10009.58,11892.95
4758,8830.79,1197.46,5001.3,10010.79,11894.22
4759,8831.82,1197.4,5001.23,10010.39,11892.69
4760,8832.4,1197.29,5001.49,10009.83,11892.27
4761,8832.59,1197.41,5001.32,10011.51,11892.16
4762,8832.32,1197.45,5000.9,10010.03,11890.89
4763,8830.52,1197.32,5000.93,10011.8,11893.58
4764,8829.96,1197.27,5000.33,10011.55,11893.46
4765,8830.51,1197.31,5000.99,10011.22,11893.34
4766,8831.86,1197.33,5000.63,10010.49,11892.66
4767,8833.37,1197.46,5000.45,10009.96,11891.45
4768,8834.45,1197.44,4999.84,10011.59,11890.59
4769,8832.97,1197.34,4999.9,10010.48,11893.27
4770,8832.78,1197.43,4999.79,10011.4,11893.4
4771,8833.36,1197.51,4999.33,10011.26,11892.59
4772,8833.49,1197.4,4999.66,10012.65,11892.81
4773,8832.32,1197.28,4999.83,10011.1,11893.8
4774,8831.89,1197.5,4999.52,10012.45,11891.51
4775,8833.16,1197.47,4999.99,10013.06,11891.9
4776,8832.33,1197.36,4999.92,10013.01,11892.51
4777,8832.59,1197.48,4999.69,10013.71,11892.48
4778,8831.72,1197.29,4999.3,10012.8,11892.09
4779,8830.21,1197.28,4999.44,10012.97,11892.39
4780,8829.78,1197.28,4999.85,10012.6,11893.1
4781,8829.7,1197.28,5000.63,10013.23,11891.61
4782,8829.85,1197.29,5001.52,10012.52,11890.44
4783,8830.38,1197.3,5001.19,10012.66,11892.71
4784,8830.74,1197.15,5001.28,10013.61,11893.17
4785,8830.34,1197.3,5001.66,10012.43,11893.17
4786,8832.14,1197.31,5002.0,10013.28,11892.18
4787,8831.22,1197.28,5002.25,10013.47,11889.82
4788,8831.26,1197.37,5001.7,10014.31,11888.95
4789,8831.95,1197.31,5002.05,10012.58,11885.35
4790,8830.75,1197.42,5001.19,10012.55,11885.28
4791,8829.77,1197.61,5000.53,10012.34,11885.32
4792,8829.99,1197.85,5001.23,10013.55,11885.12
4793,8828.94,1197.81,5001.02,10013.48,11884.37
4794,8828.73,1197.73,5000.44,10013.06,11884.21
4795,8829.6,1197.62,5000.76,10014.23,11885.34
4796,8829.96,1197.91,5000.65,10012.82,11886.04
4797,8830.29,1198.1,5000.49,10012.36,11886.45
4798,8830.72,1198.24,5000.31,10011.37,11884.8
4799,8831.24,1198.42,5000.62,10011.65,11884.21
4800,8831.19,1198.44,5000.77,10013.04,11882.98
4801,8833.33,1198.25,5000.24,10013.24,11881.71
4802,8833.99,1198.19,5000.76,10012.84,11881.11
4803,8834.76,1198.39,5001.49,10013.31,11881.86
4804,8834.91,1198.41,5001.53,10013.61,11882.0
4805,8834.69,1198.32,5001.94,10015.11,11881.93
4806,8834.61,1198.53,5001.88,10015.77,11881.14
4807,8835.73,1198.36,5001.83,10015.96,11881.2
4808,8836.48,1198.26,5001.83,10016.68,11882.32
4809,8836.4,1198.13,5000.87,10017.55,11882.36
4810,8836.83,1198.33,5000.28,10018.41,11885.14
4811,8837.35,1198.1,5000.23,10016.85,11885.41
4812,8837.44,1198.13,4999.81,10016.51,11886.36
4813,8838.13,1198.19,4999.64,10017.14,11885.39
4814,8838.76,1198.32,5000.16,10018.29,11885.79
4815,8838.96,1198.43,4999.9,10020.14,11886.8
4816,8839.26,1198.55,4999.6,10022.4,11887.07
4817,8839.4,1198.58,4999.26,10021.52,11886.1
4818,8838.44,1198.49,4999.26,10019.67,11888.11
4819,8835.85,1198.53,4998.88,10018.34,11888.56
4820,8835.94,1198.75,4999.81,10017.13,11887.04
4821,8835.88,1198.95,4999.55,10016.47,11886.54
4822,8836.74,1199.13,4999.91,10015.88,11887.18
4823,8837.54,1198.99,5000.08,10016.02,11888.85
4824,8838.18,1199.1,4999.89,10014.16,11888.99
4825,8838.97,1199.18,4999.62,10012.16,11890.86
4826,8838.53,1199.11,4999.39,10011.73,11891.77
4827,8838.13,1199.28,4999.17,10014.32,11890.41
4828,8838.17,1199.15,5000.26,10014.03,11888.9
4829,8838.4,1199.34,5000.62,10012.88,11889.12
4830,8838.34,1199.3,5000.82,10012.2,11888.72
4831,8839.57,1199.36,5000.34,10012.86,11889.02
4832,8839.7,1199.31,4999.74,10013.58,11889.92
4833,8838.69,1199.25,5000.76,10015.09,11891.17
4834,8840.16,1199.2,5001.33,10016.23,11893.99
4835,8840.12,1199.51,5002.23,10016.56,11891.55
4836,8839.29,1199.6,5001.5,10015.82,11890.15
4837,8839.5,1199.48,5001.59,10017.47,11893.37
4838,8838.06,1199.66,5002.31,10014.58,11894.5
4839,8838.33,1199.58,5003.58,10014.39,11893.03
4840,8840.24,1199.34,5004.03,10016.87,11893.56
4841,8840.86,1199.29,5004.1,10017.18,11893.26
4842,8840.48,1199.17,5003.87,10018.97,11894.29
4843,8841.37,1198.97,5003.7,10019.94,11896.01
4844,8841.83,1199.06,5003.99,10018.69,11895.63
4845,8840.35,1199.08,5003.49,10020.38,11895.7
4846,8839.4,1199.13,5003.56,10020.84,11893.35
4847,8837.32,1199.15,5003.07,10020.61,11892.98
4848,8837.14,1199.16,5002.27,10019.41,11894.06
4849,8836.59,1199.35,5003.86,10020.76,11893.5
4850,8835.1,1199.68,5004.61,10022.81,11893.96
4851,8835.72,1199.55,5005.38,10022.0,11894.05
4852,8834.52,1199.51,5005.46,10021.64,11892.83
4853,8835.46,1199.43,5005.96,10023.76,11891.65
4854,8834.66,1199.39,5006.29,10024.19,11892.51
4855,8833.16,1199.41,5006.39,10024.61,11892.21
4856,8832.51,1199.2,5006.96,10025.09,11893.32
4857,8832.93,1199.11,5006.77,10024.33,11895.04
4858,8834.02,1199.22,5007.2,10023.24,11892.23
4859,8834.19,1198.97,5007.31,10023.4,11891.33
4860,8834.24,1199.19,5006.93,10021.78,11890.64
4861,8833.25,1199.07,5007.06,10021.74,11889.2
4862,8833.72,1198.9,5007.18,10021.52,11890.25
4863,8833.07,1198.74,5007.68,10019.83,11890.04
4864,8832.29,1198.8,5007.8,10019.64,11891.64
4865,8833.73,1198.66,5008.25,10018.82,11891.4
4866,8834.38,1198.67,5008.07,10017.61,11893.34
4867,8833.08,1198.6,5007.4,10018.84,11893.67
4868,8833.0,1198.5,5006.82,10018.18,11891.97
4869,8832.67,1198.31,5006.64,10018.73,11892.67
4870,8833.63,1198.38,5006.61,10021.13,11893.44
4871,8833.91,1198.25,5006.39,10021.12,11892.13
4872,8833.09,1198.46,5005.89,10021.41,11891.25
4873,8832.81,1198.39,5004.99,10022.22,11893.97
4874,8833.03,1198.4,5005.13,10021.36,11892.58
4875,8833.04,1198.37,5006.15,10022.44,11894.79
4876,8833.29,1198.42,5006.18,10023.93,11895.05
4877,8832.66,1198.45,5005.26,10023.32,11895.81
4878,8833.09,1198.45,5005.49,10025.54,11896.02
4879,8832.42,1198.31,5004.65,10025.57,11896.39
4880,8833.57,1198.5,5004.91,10024.59,11895.39
4881,8835.96,1198.52,5005.64,10025.91,11895.1
4882,8835.46,1198.52,5005.1,10025.79,11895.33
4883,8835.63,1198.78,5006.0,10024.57,11894.61
4884,8834.19,1198.77,5005.77,10022.47,11895.56
4885,8834.07,1198.76,5006.16,10023.64,11895.96
4886,8832.1,1199.05,5006.03,10024.13,11893.41
4887,8832.15,1199.03,5005.76,10024.34,11891.81
4888,8831.82,1198.74,5004.44,10023.38,11890.6
4889,8831.82,1198.67,5004.63,10021.39,11891.87
4890,8831.56,1198.78,5004.08,10020.1,11890.65
4891,8830.06,1198.73,5003.99,10020.59,11888.52
4892,8832.07,1198.69,5003.48,10020.79,11886.29
4893,8831.69,1198.93,5003.65,10020.96,11886.7
4894,8833.19,1199.17,5003.3,10020.85,11885.95
4895,8833.48,1199.14,5003.89,10019.16,11886.4
4896,8833.46,1199.06,5005.81,10019.89,11885.9
4897,8833.87,1199.09,5006.17,10020.54,11884.33
4898,8831.65,1199.06,5006.22,10019.11,11884.86
4899,8832.62,1199.1,5005.69,10018.91,11886.32
4900,8834.11,1199.32,5005.96,10019.47,11883.97
4901,8836.43,1199.51,5005.43,10018.32,11885.08
4902,8836.68,1199.71,5005.83,10019.22,11884.89
4903,8836.11,1199.62,5005.19,10018.45,11884.09
4904,8834.83,1199.61,5005.55,10017.91,11880.84
4905,8834.26,1199.56,5006.05,10016.92,11879.05
4906,8833.5,1199.53,5005.15,10016.73,11876.84
4907,8834.03,1199.54,5004.66,10016.39,11875.03
4908,8833.92,1199.54,5004.48,10017.69,11876.3
4909,8834.08,1199.5,5005.05,10017.47,11876.53
4910,8833.57,1199.55,5005.3,10017.66,11875.21
4911,8834.29,1199.66,5005.82,10019.46,11873.62
4912,8835.36,1199.77,5006.1,10019.94,11875.49
4913,8835.74,1199.8,5006.32,10019.33,11875.9
4914,8836.46,1199.85,5006.83,10016.01,11877.7
4915,8837.38,1199.94,5007.31,10015.75,11876.66
4916,8837.43,1199.94,5007.88,10013.93,11875.01
4917,8837.27,1199.92,5007.84,10013.76,11873.49
4918,8837.03,1200.01,5008.27,10012.81,11874.96
4919,8837.25,1200.07,5008.02,10014.67,11875.82
4920,8837.66,1200.08,5007.91,10015.55,11877.46
4921,8839.24,1200.26,5007.47,10017.6,11880.77
4922,8838.47,1200.4,5006.75,10018.52,11882.32
4923,8837.55,1200.39,5006.19,10018.2,11882.71
4924,8837.16,1200.31,5005.74,10015.43,11880.87
4925,8838.02,1200.47,5005.54,10017.76,11882.16
4926,8838.45,1200.25,5006.15,10020.16,11880.85
4927,8840.03,1200.06,5006.1,10020.37,11882.1
4928,8840.12,1199.98,5006.47,10020.98,11882.99
4929,8839.24,1200.18,5006.66,10021.48,11882.06
4930,8838.24,1200.14,5006.63,10022.11,11882.67
4931,8837.07,1200.16,5006.12,10023.77,11882.82
4932,8836.28,1200.06,5007.08,10024.5,11882.88
4933,8837.68,1200.16,5007.43,10025.31,11885.4
4934,8838.21,1200.06,5008.22,10024.03,11884.93
4935,8836.57,1199.97,5007.61,10024.68,11884.3
4936,8836.9,1199.85,5007.69,10023.15,11882.89
4937,8837.45,1199.76,5007.65,10024.58,11883.07
4938,8838.45,1199.6,5007.82,10024.57,11883.15
4939,8840.17,1199.68,5008.36,10024.55,11883.89
4940,8839.79,1199.48,5008.2,10024.1,11883.61
4941,8840.11,1199.49,5008.24,10023.96,11883.11
4942,8840.41,1199.56,5008.28,10023.04,11882.12
4943,8840.25,1199.54,5007.91,10022.61,11880.9
4944,8839.75,1199.47,5008.39,10023.03,11883.7
4945,8839.82,1199.54,5007.92,10023.92,11884.2
4946,8839.78,1199.41,5008.65,10023.42,11883.73
4947,8839.35,1199.17,5008.92,10020.8,11882.99
4948,8839.23,1199.16,5007.68,10019.28,11883.55
4949,8838.56,1199.05,5007.76,10020.68,11883.7
4950,8838.59,1199.12,5007.45,10019.41,11886.53
4951,8839.27,1199.21,5008.14,10018.99,11887.13
4952,8838.31,1199.27,5007.96,10018.69,11887.74
4953,8837.3,1199.17,5007.37,10019.67,11890.14
4954,8837.53,1199.04,5006.75,10019.34,11889.89
4955,8838.98,1199.15,5006.36,10020.26,11892.72
4956,8839.85,1199.19,5006.08,10018.72,11890.91
4957,8838.21,1199.1,5005.04,10016.53,11888.76
4958,8836.41,1199.01,5005.17,10016.76,11889.59
4959,8835.38,1198.93,5005.8,10015.94,11888.51
4960,8835.82,1198.9,5005.65,10017.28,11890.45
4961,8836.9,1198.6,5006.0,10015.36,11891.49
4962,8835.84,1198.72,5006.68,10014.16,11892.19
4963,8835.59,1198.71,5007.18,10014.0,11891.07
4964,8835.72,1198.87,5007.21,10014.49,11890.84
4965,8835.94,1198.62,5006.88,10014.11,11890.17
4966,8835.0,1198.61,5006.55,10012.31,11890.75
4967,8834.03,1198.49,5005.93,10012.49,11891.88
4968,8833.87,1198.41,5005.29,10012.65,11894.48
4969,8832.33,1198.4,5006.12,10012.87,11895.38
4970,8831.55,1198.35,5005.55,10011.76,11892.9
4971,8830.39,1198.48,5006.24,10010.29,11895.03
4972,8829.5,1198.44,5006.21,10010.19,11897.44
4973,8830.34,1198.64,5006.98,10010.69,11897.73
4974,8829.08,1198.59,5006.96,10010.22,11899.46
4975,8828.47,1198.56,5005.98,10009.17,11898.53
4976,8828.52,1198.6,5006.41,10009.71,11896.25
4977,8828.11,1198.42,5006.44,10009.52,11897.2
4978,8827.91,1198.34,5006.38,10010.96,11897.9
4979,8828.04,1198.38,5005.3,10010.77,11897.57
4980,8828.27,1198.41,5004.82,10008.19,11897.82
4981,8828.24,1198.26,5004.89,10007.97,11900.69
4982,8828.59,1198.38,5004.77,10006.85,11901.1
4983,8828.44,1198.32,5006.31,10006.89,11902.37
4984,8828.63,1198.35,5006.51,10006.23,11902.61
4985,8827.96,1198.32,5007.29,10005.73,11903.25
4986,8828.87,1198.3,5007.36,10007.27,11903.43
4987,8827.64,1198.42,5007.42,10008.25,11901.89
4988,8827.68,1198.41,5007.27,10008.23,11905.51
4989,8828.16,1198.52,5007.62,10006.44,11904.91
4990,8829.28,1198.63,5007.49,10005.55,11903.64
4991,8828.76,1198.62,5006.69,10007.38,11902.85
4992,8826.8,1198.59,5006.51,10006.68,11901.8
4993,8825.92,1198.76,5006.77,10007.0,11901.0
4994,8826.17,1198.87,5006.44,10007.68,11898.85
4995,8825.33,1198.81,5006.11,10005.28,11897.34
4996,8824.61,1198.89,5006.42,10006.83,11897.4
4997,8824.35,1198.71,5006.87,10006.81,11897.21
4998,8824.58,1198.74,5006.77,10006.81,11897.15
4999,8824.24,1198.52,5007.06,10007.28,11898.16
5000,8823.4,1198.27,5006.99,10007.52,11900.09
5001,8822.99,1198.37,5006.55,10007.79,11897.37
5002,8824.38,1198.22,5006.14,10006.36,11895.65
5003,8824.24,1198.04,5006.19,10007.61,11892.45
5004,8824.68,1197.94,5006.48,10007.34,11892.87
5005,8825.85,1197.84,5006.14,10008.11,11891.67
5006,8827.32,1197.69,5005.97,10007.54,11891.6
5007,8826.05,1197.45,5006.12,10006.39,11891.14
5008,8824.51,1197.65,5005.98,10006.0,11891.05
5009,8824.89,1197.74,5006.78,10008.79,11890.46
5010,8826.19,1197.58,5007.27,10007.58,11889.19
5011,8826.4,1197.56,5006.96,10006.55,11890.38
5012,8826.71,1197.58,5007.56,10007.2,11890.47
5013,8826.08,1197.45,5007.79,10006.83,11890.04
5014,8826.1,1197.42,5007.46,10006.82,11889.89
5015,8826.75,1197.36,5007.12,10005.75,11889.06
5016,8826.32,1197.52,5007.23,10005.54,11888.98
5017,8826.39,1197.7,5006.76,10004.79,11889.28
5018,8826.36,1197.74,5007.06,10004.49,11887.63
5019,8825.39,1197.76,5007.4,10005.03,11886.6
5020,8825.27,1197.73,5008.04,10005.22,11886.96
5021,8825.53,1197.58,5008.82,10004.62,11886.23
5022,8825.14,1197.79,5008.81,10005.48,11884.68
